Time [s],DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8,SRQ,NDAC,ATN,NRFD,DAV,EOI
56.752918500,0,0,1,0,0,0,0,0,1,0,1,1,1,1
56.752934563,0,0,1,0,0,0,0,0,1,0,1,1,0,1
56.752934625,0,0,1,0,0,0,0,0,1,0,1,0,0,1
56.752935313,0,0,1,0,0,0,0,0,1,1,1,0,0,1
56.752949000,0,0,1,0,0,0,0,0,1,1,1,0,1,1
56.752949188,0,0,1,0,0,0,0,0,1,0,1,0,1,1
56.752949313,0,0,1,0,0,0,0,0,1,0,1,1,1,1
56.752966625,1,0,1,0,0,0,0,0,1,0,1,1,1,1
56.752968063,1,0,0,0,0,0,0,0,1,0,1,1,1,1
56.752968813,1,0,0,1,0,0,0,0,1,0,1,1,1,1
56.752969500,1,0,0,1,1,0,0,0,1,0,1,1,1,1
56.752970250,1,0,0,1,1,1,0,0,1,0,1,1,1,1
56.752988500,1,0,0,1,1,1,0,0,1,0,1,1,0,1
56.752988625,1,0,0,1,1,1,0,0,1,0,1,0,0,1
56.752989312,1,0,0,1,1,1,0,0,1,1,1,0,0,1
56.753000937,1,0,0,1,1,1,0,0,1,1,1,0,1,1
56.753001125,1,0,0,1,1,1,0,0,1,0,1,0,1,1
56.753001250,1,0,0,1,1,1,0,0,1,0,1,1,1,1
56.753023000,1,0,0,1,1,1,1,0,1,0,1,1,1,1
56.753023750,1,0,0,1,1,1,1,1,1,0,1,1,1,1
56.753040437,1,0,0,1,1,1,1,1,1,0,1,1,0,1
56.753040562,1,0,0,1,1,1,1,1,1,0,1,0,0,1
56.753041313,1,0,0,1,1,1,1,1,1,1,1,0,0,1
56.753053000,1,0,0,1,1,1,1,1,1,1,1,0,1,1
56.753053125,1,0,0,1,1,1,1,1,1,0,1,0,1,1
56.753053250,1,0,0,1,1,1,1,1,1,0,1,1,1,1
56.753072438,0,0,0,1,1,1,1,1,1,0,1,1,1,1
56.753073250,0,1,0,1,1,1,1,1,1,0,1,1,1,1
56.753076125,0,1,0,1,1,0,1,1,1,0,1,1,1,1
56.753077625,0,1,0,1,1,0,1,0,1,0,1,1,1,1
56.753094062,0,1,0,1,1,0,1,0,1,0,1,1,0,1
56.753094187,0,1,0,1,1,0,1,0,1,0,1,0,0,1
56.753094875,0,1,0,1,1,0,1,0,1,1,1,0,0,1
56.753107000,0,1,0,1,1,0,1,0,1,1,1,0,1,1
56.753107125,0,1,0,1,1,0,1,0,1,0,1,0,1,1
56.753107312,0,1,0,1,1,0,1,0,1,0,1,1,1,1
56.753124500,1,1,0,1,1,0,1,0,1,0,1,1,1,1
56.753125313,1,0,0,1,1,0,1,0,1,0,1,1,1,1
56.753126750,1,0,0,0,1,0,1,0,1,0,1,1,1,1
56.753128188,1,0,0,0,1,1,1,0,1,0,1,1,1,1
56.753129625,1,0,0,0,1,1,1,1,1,0,1,1,1,1
56.753147250,1,0,0,0,1,1,1,1,1,0,1,1,0,1
56.753147375,1,0,0,0,1,1,1,1,1,0,1,0,0,1
56.753148063,1,0,0,0,1,1,1,1,1,1,1,0,0,1
56.753159938,1,0,0,0,1,1,1,1,1,1,1,0,1,1
56.753160063,1,0,0,0,1,1,1,1,1,0,1,0,1,1
56.753160250,1,0,0,0,1,1,1,1,1,0,1,1,1,1
56.753177625,0,0,0,0,1,1,1,1,1,0,1,1,1,1
56.753178375,0,1,0,0,1,1,1,1,1,0,1,1,1,1
56.753179125,0,1,1,0,1,1,1,1,1,0,1,1,1,1
56.753179813,0,1,1,1,1,1,1,1,1,0,1,1,1,1
56.753256937,0,1,1,1,1,1,1,1,1,0,1,1,0,1
56.753257062,0,1,1,1,1,1,1,1,1,0,1,0,0,1
56.753257688,0,1,1,1,1,1,1,1,1,1,1,0,0,1
56.753272000,0,1,1,1,1,1,1,1,1,1,1,0,1,1
56.753272125,0,1,1,1,1,1,1,1,1,0,1,0,1,1
56.753272250,0,1,1,1,1,1,1,1,1,0,1,1,1,1
56.753292812,1,1,1,1,1,1,1,1,1,0,1,1,1,1
56.753295063,1,1,1,0,1,1,1,1,1,0,1,1,1,1
56.753295812,1,1,1,0,0,1,1,1,1,0,1,1,1,1
56.753296500,1,1,1,0,0,0,1,1,1,0,1,1,1,1
56.753297938,1,1,1,0,0,0,1,0,1,0,1,1,1,1
